id,candidate_id,source_group,source_provenance,source_page_url,original_image_url,width_px,height_px,downloaded_bytes_sha256,decoded_rgb_sha256,dhash_256,reviewed_on,review_method,visual_observation,design_implication
D086,127,official,BBC Studios official image,https://www.doctorwho.tv/characters/daleks,https://cms.doctorwho.tv//sites/default/files/2024-12/Website_Thumbnail_dalek-0b981cb219.jpg,1920,850,01f126be32d244baa7ab30e140d309c1e51bbe082d9d0f4f81a850a39a2e9fed,09f2dd6c6d74c35a2b2ab65022fe3c50f5dd34e5848e465babebcc34fd24dedc,ce23c623d66b82cfcecbce4bce4b8f4e9f4e834c63c47384638269c33943b340,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,Official bronze side view shows long gold side slats and narrow pale eyestalk discs.,Carry side detailing around the full shoulder circumference.
D087,133,bbc-design-history,BBC America; photographs credited BBC,https://www.bbcamerica.com/blogs/doctor-who-gallery-the-evolution-of-dalek-design--1015666,https://images.amcnetworks.com/bbcamerica.com/wp-content/uploads/2015/11/Revolution-Daleks-1920x1080-1.jpg,1920,1080,93daa13fd6cb339ea33f42e4045b9b3d521a3434ddceac3966ab978f7bfbdbaf,ef06e8c1b9415878abc66a16c45b022f469d3dfd486342eb65cfefcb6af4c64a,2f4c3e6c127c377c333d3314971596361636560c6a28fb28ce28ce288e246e8c,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,BBC defence-drone photo shows a claw and cyan neck lighting over dark faceted armor.,Use this as a contrast reference; keep the chosen plunger and bronze palette.
D088,134,bbc-design-history,BBC America; photographs credited BBC,https://www.bbcamerica.com/blogs/doctor-who-gallery-the-evolution-of-dalek-design--1015666,https://images.amcnetworks.com/bbcamerica.com/wp-content/uploads/2015/11/Mark-1-Daleks-1920x1080-1.jpg,1920,1080,20d803c4a5bd56fff247d10f01ce00959f330da1e92a2189940f6529cafb417f,4d071a177767ca164f9af03b390b457cffe97284eb10a2b60d6224221ade92fd,e7607762e76ad758321bfa9bd8c8da18f90aed18ee206e1876487650e6127e12,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,"BBC early-story scene shows ball sockets, plain bands and a broad taper on two Daleks.",Keep hidden actuation consistent with the longstanding external socket design.
D089,135,bbc-design-history,BBC America; photographs credited BBC,https://www.bbcamerica.com/blogs/doctor-who-gallery-the-evolution-of-dalek-design--1015666,https://images.amcnetworks.com/bbcamerica.com/wp-content/uploads/2015/11/Mark-2-Daleks-1920x1080-1.jpg,1920,1080,abeec63f55d37cf130825388fcfea2c4b8706d8585fba9b3d5b35b841ab3b3a6,4b9534599b7c95b28982d0ddae001e7055252486ccb1dc26d7f73ad06c15d39c,a4c090c210c2ccd38cc3cc8a2b9aa8bee1bbf30c399819945990d8b818f078f2,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,BBC bridge scene shows several Daleks with substantial fenders that hide their wheels.,Conceal the four wheels behind a continuous lower skirt in normal exterior views.
D090,136,bbc-design-history,BBC America; photographs credited BBC,https://www.bbcamerica.com/blogs/doctor-who-gallery-the-evolution-of-dalek-design--1015666,https://images.amcnetworks.com/bbcamerica.com/wp-content/uploads/2015/11/Mark-3-Daleks-1920x1080-1.jpg,1920,1080,6c8a74076972cdb4f42d54841d25911eb39b947a530649c3e2a27ca2fbc22453,5343dd16e6b353c61efc83dba41228fb3e42966085a3422ab844e24b79185e55,1bd71b472143617362734a674cf360735471d0f1f4f1c4e3f4e1c0e1c661a289,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,BBC classic cave scene shows vertical shoulder slats and orderly dark bump rows.,Repeated large details matter more than small decorative scratches.
D091,137,bbc-design-history,BBC America; photographs credited BBC,https://www.bbcamerica.com/blogs/doctor-who-gallery-the-evolution-of-dalek-design--1015666,https://images.amcnetworks.com/bbcamerica.com/wp-content/uploads/2015/11/Resurrection-Daleks-1920x1080-1.jpg,1920,1080,593474cfaf661805451fc9cb1bd8af44335f29f6949cf896ef0de301d5269a10,9d5bd820556f51a0deac98eb62b63d6434d37cbe969e417008af6671c774804b,6623733313329d129c9b9dab9c3d94ac152e35263526352637263e0e3f0e1f06,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,"BBC gray-prop publicity photo shows dark fenders, bright neck rings and contrasting hemispheres.","Use clear value contrast between body, trim and recesses."
D092,138,bbc-design-history,BBC America; photographs credited BBC,https://www.bbcamerica.com/blogs/doctor-who-gallery-the-evolution-of-dalek-design--1015666,https://images.amcnetworks.com/bbcamerica.com/wp-content/uploads/2015/11/Necros-Daleks-1920x1080-1.jpg,1920,1080,eb0a28c488a2e4b0fea66c8c6fcc74d2d0c14991376e35d42661781211fd3441,9f510001aa8c087624b70a60a495031d8009fe6187403c518af5de61f43b966c,f673f672f672727672264f2877306688669892bc9a9a1318c318e318c1988110,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,BBC cream-and-gold prop image shows the familiar neck and appendage layout in another finish.,Maintain the established body hierarchy while retaining the selected bronze scheme.
D093,139,bbc-design-history,BBC America; photographs credited BBC,https://www.bbcamerica.com/blogs/doctor-who-gallery-the-evolution-of-dalek-design--1015666,https://images.amcnetworks.com/bbcamerica.com/wp-content/uploads/2015/11/Special-Weapons-Dalek.jpg,1920,1080,75f330021a475626b3dce5fb87612a24d72ed7e6a21285ae7139b1c545b0f0e1,9b4df8c5f264cb03cccd8a008a17a36f00a1fb87717cf68912d70df1baa8543c,cef09e6c8d3c8f788d3e998b3145418c420c066284618563c4c3a49b463b423b,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,BBC special-weapons comparison photo shows the variant replacing normal head and arms with a large cannon.,Exclude special-weapons proportions from the requested two-arm robot.
D094,140,bbc-design-history,BBC America; photographs credited BBC,https://www.bbcamerica.com/blogs/doctor-who-gallery-the-evolution-of-dalek-design--1015666,https://images.amcnetworks.com/bbcamerica.com/wp-content/uploads/2015/11/Time-War-Daleks.jpg,1920,1080,484fec611d3a9bd14c35e5c7823aa5e2f12aa00f42c86607745f67218eb1d176,c080d7d21799320e114a74495048e48336b3f197a5da1ae5b08b1f21f46d4990,7f0fbf1fbf3cbcfebcfeb4eeb4eeb1eeb1eeb26eb62ab72ab32aa63ae768f238,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,BBC damaged bronze full view shows the continuous fender beneath four vertical bump rows.,Use its intact silhouette as reference while omitting battle-damage openings.
D095,142,bbc-design-history,BBC America; photographs credited BBC,https://www.bbcamerica.com/blogs/doctor-who-gallery-the-evolution-of-dalek-design--1015666,https://images.amcnetworks.com/bbcamerica.com/wp-content/uploads/2015/11/Jammie-Dodger-Daleks.jpg,1920,1080,9c8bcf9862b796275df3dbc904c87fa33774b5503aa7e9a873bc188ac8405f6f,d3b5ba4c89622487c1538306bf3fb4647f1f117c2dd9d6220876f2c9d5de656c,b0d6f1c5f59d459797956cb5c935c937c9a7d9a7d86db8cdb8ced9e6d9c089c0,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,"BBC Paradigm lineup has bright colors, taller bodies and altered shoulder masses.",Avoid the taller plastic-like Paradigm profile for this classic bronze design.
D096,143,bbc-design-history,BBC America; photographs credited BBC,https://www.bbcamerica.com/blogs/doctor-who-gallery-the-evolution-of-dalek-design--1015666,https://images.amcnetworks.com/bbcamerica.com/wp-content/uploads/2015/11/Built-Itself-Dalek.jpg,1920,1080,25f8fb374f3ad2043d9c755b449179c3f828c7b962d8843db12f995573338463,5c64f845f9692fdd30de98a494b4d3b489e9ce8faf4737f203b6b1ed6641512e,1edc4c34f13d639652d758d559965d965c9658b6d8f6daf71ab309b31c337873,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,BBC reconnaissance scene retains the eyestalk and bumps but uses a visibly rough narrow shell.,Keep the smoother bronze shell and concealed mechanisms of the selected appearance.
D097,145,original-prop,Primary owner photograph,https://www.thepropgallery.com/original-dalek,https://www.thepropgallery.com/media/wysiwyg/dalek50th2.jpg,1600,1193,3976abe34e71b3b231c19673e27268f3cff626025434e345fddce78c71039e82,8108ebf826699a9a7aa49c341fede057567b9a2456b19b396f80a3ef2a687853,fe187c1c7c8e7c8e7caefc2e682e704e1923c923e333f313f313f107f303f203,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,"Restored original prop close-up clearly shows ball sockets, thin cage rods and neck mesh.",A smooth socket conceals the joint while leaving the intended arm shape visible.
D098,148,official-bronze-auction,BBC Studios / Propstore official auction photograph,https://www.doctorwho.tv/news-and-features/here-is-every-item-available-in-the-doctor-who-auction,https://cms.doctorwho.tv/sites/default/files/2026-02/dwtv-gallery-module-watermark-5w9a6572-c48bd2cc2f.jpg,1920,1080,e3067c6e5e8c79659617b477643da10722f3147f054ea358a30ef24a59364309,0c4e29e3b2788ee87ae252c5b4e5dd1cb9e17dee6a3338d00a30320bcdd97899,be7ca4b5778977a277e274e2f1ead1ead9e8d968d6ccf4ac6ecc624cc34ccbcc,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,"Official auction front close-up shows deeply recessed slats, inset grille, triangular socket recesses and dark ball pivots.",Prioritize these durable details; keep all servo cases behind the shoulder.
D099,149,official-bronze-auction,BBC Studios / Propstore official auction photograph,https://www.doctorwho.tv/news-and-features/here-is-every-item-available-in-the-doctor-who-auction,https://cms.doctorwho.tv/sites/default/files/2026-02/dwtv-gallery-module-watermark-5w9a6592-560d367d1e.jpg,1920,1080,00b7af8a08d67ebd47c6156cafc0231f2b28fa0e5654e1b5a2114837ea44e0aa,df7938030fff54de8021e7d6a7a75b9a8cb94ecc2ba28a37efa22e852a9d895c,095261f4675267ca64cb42db44d956d173f163f1c3f1f1b1f1b9a1b1ddf89cf8,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,"Official auction side view shows long gold slats, black hemisphere rings and panel grooves on the dome.",Continue details around the side and use shallow integral grooves.
D100,150,official-bronze-auction,BBC Studios / Propstore official auction photograph,https://www.doctorwho.tv/news-and-features/here-is-every-item-available-in-the-doctor-who-auction,https://cms.doctorwho.tv/sites/default/files/2026-02/dwtv-gallery-module-watermark-502a2980-18d60c7987.jpg,1920,1080,b4f1d57f200be55d2f988aa6e4468da4492ee8b1d13626e787321a0d928effa5,b22e47b74bc26bb27ea739dbe69fa084074280b772bd3c67a57d60734fa1512e,a33bc29d66cce178f518f558dcc8de48de0ccc4ee84cee2cce06c84cca2c9f04,2026-09-12,Visual inspection of labeled contact sheet; official auction images also inspected individually at 1920 x 1080,Official auction eye close-up shows concentric black lens rings and two angled ribbed lamp covers.,Add concentric lens relief and lamp ribbing without extra STL designs.
